2,24,1,15425,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,246
2,24,3,15426,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,97
2,24,3,15477,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,144
2,24,1,15481,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,227
2,24,3,15532,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,136
2,24,1,15533,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,108
2,24,3,15584,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,29
2,24,1,15587,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,138
2,24,3,15635,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,166
2,24,1,15636,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,215
2,24,1,15692,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,173
2,24,3,15693,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,73
2,24,3,15743,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,168
2,24,1,15744,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,120
2,24,1,15796,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,239
2,24,3,15797,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,11
2,24,3,15845,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,246
2,24,1,15846,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,97
2,24,3,15902,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,182
2,24,1,15904,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2
2,24,3,15951,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,241
2,24,1,15953,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,96
2,24,3,16007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,22
2,24,1,16010,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,223
2,24,1,16056,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,62
2,24,3,16057,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,218
2,24,1,16106,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,252
2,24,3,16109,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,141
2,24,1,16159,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,210
2,24,3,16160,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,220
2,24,3,16211,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,64
2,24,1,16212,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,49
2,24,3,16267,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,226
2,24,1,16268,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,147
2,24,1,16315,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,98
2,24,3,16316,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,19
2,24,1,16368,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,12
2,24,3,16369,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,232
2,24,1,16420,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,139
2,24,3,16425,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,66
2,24,3,16475,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,233
2,24,1,16476,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,152
2,24,1,16526,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,206
2,24,3,16528,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,95
2,24,3,16579,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,107
2,24,1,16580,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,26
2,24,1,16630,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,24
2,24,3,16632,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,24
2,24,1,16633,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,252
2,24,3,16686,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,218
2,24,1,16687,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,62
2,24,1,16734,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,16
2,24,3,16736,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,164
2,24,1,16789,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,234
2,24,3,16792,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,35
2,24,1,16843,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,157
2,24,3,16845,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,86
