PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2,24,2,7463,56,"[0.0, 0.0, 0.0]",3,0,53,0.333
2,24,1,7464,56,"[0.0, 0.0, 0.0]",3,0,160,0.334
2,24,3,7465,56,"[0.0, 0.0, 0.0]",3,0,68,0.335
2,24,1,7468,57,"[0.0, 0.0, 0.0]",3,0,96,0.338
2,24,2,7470,57,"[0.0, 0.0, 0.0]",3,0,98,0.34
2,24,3,7471,57,"[0.0, 0.0, 0.0]",3,0,247,0.341
2,24,2,7477,58,"[0.0, 0.0, 0.0]",3,0,155,0.347
2,24,1,7478,58,"[0.0, 0.0, 0.0]",3,0,35,0.348
2,24,3,7479,58,"[0.0, 0.0, 0.0]",3,0,199,0.349
2,24,2,7482,59,"[0.0, 0.0, 0.0]",3,0,89,0.352
2,24,1,7484,59,"[0.0, 0.0, 0.0]",3,0,189,0.354
2,24,3,7485,59,"[0.0, 0.0, 0.0]",3,0,89,0.355
2,24,2,7488,60,"[0.0, 0.0, 0.0]",3,0,237,0.358
2,24,1,7489,60,"[0.0, 0.0, 0.0]",3,0,38,0.359
2,24,3,7491,60,"[0.0, 0.0, 0.0]",3,0,11,0.361
2,24,3,7495,61,"[0.0, 0.0, 0.0]",3,0,203,0.365
2,24,2,7496,61,"[0.0, 0.0, 0.0]",3,0,0,0.366
2,24,1,7497,61,"[0.0, 0.0, 0.0]",3,0,203,0.367
2,24,2,7500,62,"[0.0, 0.0, 0.0]",3,0,140,0.37
2,24,3,7501,62,"[0.0, 0.0, 0.0]",3,0,25,0.371
2,24,1,7502,62,"[0.0, 0.0, 0.0]",3,0,142,0.372
2,24,2,7506,63,"[0.0, 0.0, 0.0]",3,0,101,0.376
2,24,1,7507,63,"[0.0, 0.0, 0.0]",3,0,174,0.377
2,24,3,7508,63,"[0.0, 0.0, 0.0]",3,0,223,0.378
2,24,1,7511,64,"[0.0, 0.0, 0.0]",3,0,128,0.381
2,24,3,7512,64,"[0.0, 0.0, 0.0]",3,0,58,0.382
2,24,2,7514,64,"[0.0, 0.0, 0.0]",3,0,102,0.384
2,24,2,7520,65,"[0.0, 0.0, 0.0]",3,0,76,0.39
2,24,3,7521,65,"[0.0, 0.0, 0.0]",3,0,217,0.391
2,24,1,7522,65,"[0.0, 0.0, 0.0]",3,0,78,0.392
2,24,1,7525,66,"[0.0, 0.0, 0.0]",3,0,11,0.395
2,24,3,7526,66,"[0.0, 0.0, 0.0]",3,0,156,0.396
2,24,2,7527,66,"[0.0, 0.0, 0.0]",3,0,9,0.397
2,24,2,7531,67,"[0.0, 0.0, 0.0]",3,0,2,0.401
2,24,1,7532,67,"[0.0, 0.0, 0.0]",3,0,92,0.402
2,24,3,7533,67,"[0.0, 0.0, 0.0]",3,0,184,0.403
2,24,2,7536,68,"[0.0, 0.0, 0.0]",3,0,99,0.406
2,24,1,7537,68,"[0.0, 0.0, 0.0]",3,0,168,0.407
2,24,3,7538,68,"[0.0, 0.0, 0.0]",3,0,63,0.408
2,24,1,7542,69,"[0.0, 0.0, 0.0]",3,0,161,0.412
2,24,3,7543,69,"[0.0, 0.0, 0.0]",3,0,69,0.413
2,24,2,7544,69,"[0.0, 0.0, 0.0]",3,0,142,0.414
2,24,3,7548,70,"[0.0, 0.0, 0.0]",3,0,45,0.418
2,24,1,7550,70,"[0.0, 0.0, 0.0]",3,0,0,0.42
2,24,2,7551,70,"[0.0, 0.0, 0.0]",3,0,203,0.421
2,24,1,7554,71,"[0.0, 0.0, 0.0]",3,0,97,0.424
2,24,2,7555,71,"[0.0, 0.0, 0.0]",3,0,170,0.425
2,24,3,7556,71,"[0.0, 0.0, 0.0]",3,0,170,0.426
2,24,2,7559,72,"[0.0, 0.0, 0.0]",3,0,137,0.429
2,24,3,7560,72,"[0.0, 0.0, 0.0]",3,0,66,0.43
2,24,1,7561,72,"[0.0, 0.0, 0.0]",3,0,166,0.431
2,24,2,7566,73,"[0.0, 0.0, 0.0]",3,0,222,0.436
2,24,1,7567,73,"[0.0, 0.0, 0.0]",3,0,21,0.437
2,24,3,7568,73,"[0.0, 0.0, 0.0]",3,0,62,0.438
2,24,1,7571,74,"[0.0, 0.0, 0.0]",3,0,195,0.441
2,24,2,7573,74,"[0.0, 0.0, 0.0]",3,0,39,0.443
2,24,3,7575,74,"[0.0, 0.0, 0.0]",3,0,123,0.445
2,24,2,7578,75,"[0.0, 0.0, 0.0]",3,0,229,0.448
2,24,3,7579,75,"[0.0, 0.0, 0.0]",3,0,112,0.449
2,24,1,7582,75,"[0.0, 0.0, 0.0]",3,0,114,0.452
2,24,2,7587,76,"[0.0, 0.0, 0.0]",3,0,210,0.457
2,24,1,7588,76,"[0.0, 0.0, 0.0]",3,0,140,0.458
2,24,3,7589,76,"[0.0, 0.0, 0.0]",3,0,104,0.459
2,24,3,7592,77,"[0.0, 0.0, 0.0]",3,0,217,0.462
2,24,1,7593,77,"[0.0, 0.0, 0.0]",3,0,61,0.463
